pay_category_name,category,sub_category
SY*24HR_WD,Base rate,Base rate
SY*EXPENSE,Base rate,Base rate
SY*EXPENSE-old,Base rate,Base rate
SY*Office,Base rate,Base rate
SY+C1AFT,Base rate,Base rate
SY+C1NGT,Base rate,Base rate
SY+C1SAT,Base rate,Base rate
SY+C1SUN,Base rate,Base rate
SY+C2AFT,Base rate,Base rate
SY+C2NGT,Base rate,Base rate
SY+C2SAT,Base rate,Base rate
SY+C2SUN,Base rate,Base rate
SY+C3AFT,Base rate,Base rate
SY+C3SAT,Base rate,Base rate
SY+C3SUN,Base rate,Base rate
SY+E1AFT,Base rate,Base rate
SY+E1NGT,Base rate,Base rate
SY+E1SAT,Base rate,Base rate
SY+E1SUN,Base rate,Base rate
SY+E2AFT,Base rate,Base rate
SY+E2NGT,Base rate,Base rate
SY+E2SAT,Base rate,Base rate
SY+E2SUN,Base rate,Base rate
SY+E3AFT,Base rate,Base rate
SY+E3NGT,Base rate,Base rate
SY+E3SAT,Base rate,Base rate
SY+E3SUN,Base rate,Base rate
SY+E3Sat,Base rate,Base rate
SY+E4AFT,Base rate,Base rate
SY+E4NGT,Base rate,Base rate
SY+E4SAT,Base rate,Base rate
SY+E4SUN,Base rate,Base rate
SY+E5AFT,Base rate,Base rate
SY+E5NGT,Base rate,Base rate
SY+E5SAT,Base rate,Base rate
SY+E5SUN,Base rate,Base rate
SY+G3AFT,Base rate,Base rate
SY+G3NGT,Base rate,Base rate
SY+G3SAT,Base rate,Base rate
SY+G3SUN,Base rate,Base rate
SY+H3_Sat,Base rate,Base rate
SY+H3_Sun,Base rate,Base rate
SY+P3.2AFT,Base rate,Base rate
SY+P3.2NGT,Base rate,Base rate
SY+P3.2Ord,Base rate,Base rate
SY+P3.2PHO,Base rate,Base rate
SY+P3.2SAT,Base rate,Base rate
SY+P3.2SUN,Base rate,Base rate
SY+PC3AFT,Base rate,Base rate
SY+PC3NGT,Base rate,Base rate
SY+PC3SAT,Base rate,Base rate
SY+PC3SUN,Base rate,Base rate
SY+R1_Sun,Base rate,Base rate
SY-AC2_DAY,Base rate,Base rate
SY-AC2_SL,Base rate,Base rate
SY-AC2_VL,Base rate,Base rate
SY-ACC_BK,Base rate,Base rate
SY-ACC_DAY,Base rate,Base rate
SY-ACC_SL,Base rate,Base rate
SY-ACC_VL,Base rate,Base rate
SY-AD1_DAY,Base rate,Base rate
SY-AD1_SL,Base rate,Base rate
SY-AD1_VL,Base rate,Base rate
SY-ADM_SL,Base rate,Base rate
SY-ADM_VL,Base rate,Base rate
SY-AHR_OC1,Base rate,Base rate
SY-CO0_DAY,Base rate,Base rate
SY-CO0_SL,Base rate,Base rate
SY-CO0_VL,Base rate,Base rate
SY-CO1_AH,Base rate,Base rate
SY-CO1_BL,Base rate,Base rate
SY-CO1_DAY,Base rate,Base rate
SY-CO1_SL,Base rate,Base rate
SY-CO1_VL,Base rate,Base rate
SY-CO2_BL,Base rate,Base rate
SY-CO2_DAY,Base rate,Base rate
SY-CO2_SL,Base rate,Base rate
SY-CO2_VL,Base rate,Base rate
SY-DIR_Day,Base rate,Base rate
SY-DIR_SL,Base rate,Base rate
SY-DIR_VL,Base rate,Base rate
SY-OM1-SL,Base rate,Base rate
SY-OM1_DAY,Base rate,Base rate
SY-SUP-VL,Base rate,Base rate
SY-SUP_BL,Base rate,Base rate
SY-SUP_DAY,Base rate,Base rate
SY-SUP_SL,Base rate,Base rate
SY_C1DAY,Base rate,Base rate
SY_C1HOL,Base rate,Base rate
SY_C1Orint,Base rate,Base rate
SY_C2DAY,Base rate,Base rate
SY_C2HOL,Base rate,Base rate
SY_C3HOL,Base rate,Base rate
SY_E1HOL,Base rate,Base rate
SY_E2HOL,Base rate,Base rate
SY_E3HOL,Base rate,Base rate
SY_E4HOL,Base rate,Base rate
SY_E5HOL,Base rate,Base rate
SY_G3HLF,Base rate,Base rate
SY_G3HOL,Base rate,Base rate
SY_G3NGT,Base rate,Base rate
SY_G3SAT,Base rate,Base rate
SY_G3SOE,Base rate,Base rate
SY_G3SOH,Base rate,Base rate
SY_G3SOW,Base rate,Base rate
SY_G3SO_SA,Base rate,Base rate
SY_G3SUN,Base rate,Base rate
SY_G4SOW,Base rate,Base rate
SY_ND24_SA,Base rate,Base rate
SY_ND24_SU,Base rate,Base rate
SY_OFF_Day,Base rate,Base rate
SY_P1DAY,Base rate,Base rate
SY_P1NGT,Base rate,Base rate
SY_P1SAT,Base rate,Base rate
SY_P1SUN,Base rate,Base rate
SY_PC1_15S,Base rate,Base rate
SY_PC1_15V,Base rate,Base rate
SY_R1AFT,Base rate,Base rate
SY_R1DAY,Base rate,Base rate
SY_R1HOL,Base rate,Base rate
SY_R1SAT,Base rate,Base rate
Sabbatical Entitlement,Base rate,Base rate
Sacrifice,Base rate,Base rate
Safeguarding,Base rate,Base rate
Safeguarding role,Base rate,Base rate
Safety,Base rate,Base rate
Safety Tool Box Meetings,Base rate,Base rate
Safety officer duty allowence,Allowances,Allowances
Safeworking Onsite Kms,Allowances,Allowances
SalPackAT,Base rate,Base rate
Salaray sacrifice-Education,Base rate,Base rate
Salaried Staff,Base rate,Base rate
Salaried Staff - M - F  (FT),Base rate,Base rate
Salaried Staff - M - F  (PT),Base rate,Base rate
Salaried Staff - xPHNW (FT),Leave,Leave
Salaried Staff - xPHNW (PT),Leave,Leave
Salaried Staff - xPHW (FT),Penalty rate,Penalty rate
Salaried Staff - xPHW (PT),Penalty rate,Penalty rate
Sales Ince - avg,Base rate,Base rate
Sales Representative,Base rate,Base rate
Sales Revenue Recognition,Base rate,Base rate
Sandblasting,Base rate,Base rate
Sandvik Boilermaker Add Rate,Base rate,Base rate
Sandvik Boilermaker N/S,Base rate,Base rate
Sandvik Mech Fitter Add Rate 2,Base rate,Base rate
Sandvik Mech Fitter Add Rate Da,Base rate,Base rate
Sandvik Mech Fitter N/S,Base rate,Base rate
Sandvik Painter Add Rate,Base rate,Base rate
Sandvik Rigger A/R,Base rate,Base rate
Sandvik TA Add Rate 2,Base rate,Base rate
Sandvik Trade Assist Add Rate,Base rate,Base rate
Sandvik Weld Insp Add Rate,Base rate,Base rate
Saving to company,Base rate,Base rate
Saw rate,Base rate,Base rate
Scaffolder Intermediate x2.0,Base rate,Base rate
Scale rate,Base rate,Base rate
Scheduled Video Interpreting,Base rate,Base rate
Scheduling,Base rate,Base rate
Science Co-ordinator,Base rate,Base rate
Scunthorpe on Call,Base rate,Base rate
Second Job Test,Base rate,Base rate
Secondary Award,Base rate,Base rate
Secondary On Call,Penalty rate,Penalty rate
Secondary Pay Category,Base rate,Base rate
Secondment  Accounts,Base rate,Base rate
Secondment Duties,Base rate,Base rate
Secondment Rate,Base rate,Base rate
Secret Garden Festival,Base rate,Base rate
Secretary Fees,Base rate,Base rate
Security  Grade 6,Base rate,Base rate
Security - Clearshield,Base rate,Base rate
Security -Security,Base rate,Base rate
Security 1,Base rate,Base rate
Security 1.3,Base rate,Base rate
Security Call,Base rate,Base rate
Security Clearance,Base rate,Base rate
Security Guard,Base rate,Base rate
See look I pull through,Base rate,Base rate
Seek Unification,Base rate,Base rate
Self Care,Base rate,Base rate
Self employed,Base rate,Base rate
Sell Share Proceeds,Base rate,Base rate
Senior Brewer,Base rate,Base rate
Senior Duties,Base rate,Base rate
Senior Facilitator,Base rate,Base rate
Senior Finance Officer,Base rate,Base rate
Senior Mob/Demob,Base rate,Base rate
Senior On Duty,Base rate,Base rate
Senior Operator,Base rate,Base rate
Senior PA,Base rate,Base rate
Senior Rate,Base rate,Base rate
Senior Service Delivery Coordinator,Base rate,Base rate
Senior rate - PH,Base rate,Base rate
Senior stylist rate,Base rate,Base rate
Separation Payment,Base rate,Base rate
Service Awards,Base rate,Base rate
Service Charge Staff,Base rate,Base rate
Service Charge Staff Payment,Base rate,Base rate
Service Delivery Coordinator,Base rate,Base rate
Service Fee (Hos),Base rate,Base rate
Service Levy,Base rate,Base rate
Service Payment,Base rate,Base rate
Service Points,Base rate,Base rate
Services,Base rate,Base rate
Session Rate,Base rate,Base rate
Session_extension,Base rate,Base rate
Sessional,Base rate,Base rate
Sessional Lecture,Base rate,Base rate
Settlement - No Super,Base rate,Base rate
Settlement - Super,Others,Supercontribution
Settlement Pay,Base rate,Base rate
Settlement Type O,Base rate,Base rate
Settlement of Employment Dispute,Base rate,Base rate
Settlement pay,Base rate,Base rate
Shadow A/T,Base rate,Base rate
Shadow Guide,Base rate,Base rate
Shadow Pay Run,Base rate,Base rate
Shadow in,Base rate,Base rate
Shadow shifts,Base rate,Base rate
Shadow/Induction,Base rate,Base rate
Shadowing,Base rate,Base rate
Shadowing Fix Rate,Base rate,Base rate
Share Matching Deduction,Others,Deduction
Share Sale,Base rate,Base rate
Share Scheme,Base rate,Base rate
Share Subscription Gross,Base rate,Base rate
ShareVest,Base rate,Base rate
Shared Paternity Pay,Base rate,Base rate
Shareholder Payment,Base rate,Base rate
Shareholders Loan,Base rate,Base rate
Shavings,Base rate,Base rate
Shearer,Base rate,Base rate
Shearing ($ per head),Base rate,Base rate
Shearing / Crutching,Base rate,Base rate
Shearing Flock Sheep,Base rate,Base rate
Shearing Wage,Base rate,Base rate
Shearing rate,Base rate,Base rate
Shearing/Crutching,Base rate,Base rate
Shed,Base rate,Base rate
Shed Hand per run,Base rate,Base rate
Shed Hands,Base rate,Base rate
Shedhands,Base rate,Base rate
Sheep,Base rate,Base rate
Sheep - Crossbred,Base rate,Base rate
Sheep - Merino,Base rate,Base rate
Sheep shorn,Base rate,Base rate
Sheet money,Base rate,Base rate
Shift ( Minimum Payment),Base rate,Base rate
Shift Cancellation,Base rate,Base rate
Shift Coordinator,Base rate,Base rate
Shift Work Clearing,Base rate,Base rate
Shift trial,Base rate,Base rate
Shift: Hayle - 43048945,Base rate,Base rate
Shift: Truro - 43048930,Base rate,Base rate
Shiftallow,Allowances,Allowances
Shipgood,Base rate,Base rate
Shoe,Base rate,Base rate
Shoes,Base rate,Base rate
Shop,Base rate,Base rate
Shop - 18yo,Base rate,Base rate
Shop - 19yo,Base rate,Base rate
Shorn,Base rate,Base rate
Shut-down,Base rate,Base rate
Shutters- Calypso,Base rate,Base rate
Shutters-Quick Slat,Base rate,Base rate
Shutters-See View,Base rate,Base rate
Shuttle,Base rate,Base rate
Shuttle Host,Base rate,Base rate
Sigma,Base rate,Base rate
Sign On,Bonuses,Bonus
Sign Up Payment,Bonuses,Bonus
Sign-On Payment,Bonuses,Bonus
SignOnBonu,Bonuses,Bonus
Signage,Base rate,Base rate
Signing on payment,Base rate,Base rate
Single KM (General),Base rate,Base rate
Single work exceeds licence category,Base rate,Base rate
Sit in,Base rate,Base rate
Site <500m,Base rate,Base rate
Site <700m,Base rate,Base rate
Site Allow,Allowances,Allowances
Site Allow Tunnel,Allowances,Allowances
Site Kitting,Base rate,Base rate
Site Leader cancelled - Ausnet,Base rate,Base rate
Site Materials,Base rate,Base rate
Site Officer,Base rate,Base rate
Site Rate - Ludowici,Base rate,Base rate
Site Rate - Week Days,Base rate,Base rate
Site Survey Com,Base rate,Base rate
Site Top Up - Ironbridge,Base rate,Base rate
Site Visits,Base rate,Base rate
Site WC,Base rate,Base rate
Site Work,Base rate,Base rate
Site Yardman,Base rate,Base rate
Site Yardman x2.0,Base rate,Base rate
Site rate,Base rate,Base rate
Site: Berwick,Base rate,Base rate
Site: Docks,Base rate,Base rate
Site: Glenroy,Base rate,Base rate
Site: Merlynston,Base rate,Base rate
Site: RNA Civil,Base rate,Base rate
Site: Suburban Rail Loop,Base rate,Base rate
Site: Western Port,Base rate,Base rate
Sitting Fee (State Council},Base rate,Base rate
Sitting Fees,Base rate,Base rate
Sitting Fees - Policy & Projects,Base rate,Base rate
Sitting fee,Base rate,Base rate
Skilled Labourer,Base rate,Base rate
Skilled Labourer E Rate,Base rate,Base rate
Skirting,Base rate,Base rate
Sleep -In,Penalty rate,Penalty rate
Sleep In Payment,Penalty rate,Penalty rate
Sleep in (do no use),Penalty rate,Penalty rate
Sleep in Top Up,Penalty rate,Penalty rate
Sleep-In,Penalty rate,Penalty rate
Sleep-in Pay,Penalty rate,Penalty rate
Sleep_in,Penalty rate,Penalty rate
Sleeper Shift,Penalty rate,Penalty rate
Sleeping Over,Penalty rate,Penalty rate
Snow Clearance,Base rate,Base rate
Snr All Rounder,Base rate,Base rate
Sobering Up Swift,Base rate,Base rate
Sole GP on Duty,Base rate,Base rate
Sorry Business,Base rate,Base rate
Sowing,Base rate,Base rate
Space,Base rate,Base rate
"Space, Height and Dirt Money",Base rate,Base rate
Speaking Fees,Base rate,Base rate
Spiff,Base rate,Base rate
Splendour,Base rate,Base rate
Splendour  Rate,Base rate,Base rate
Split Shift Allowence Week,Base rate,Base rate
Split shift,Base rate,Base rate
Sponsorship,Base rate,Base rate
Spraying,Base rate,Base rate
Squad,Base rate,Base rate
Stability Technician,Base rate,Base rate
Stability Technician - DT,Base rate,Base rate
Stability Technician - T 1/2,Base rate,Base rate
Staff,Base rate,Base rate
Staff Expenses,Allowances,Allowances
Staff Expenses - Non Taxable,Allowances,Allowances
Staff Gratuity-Tax free,Base rate,Base rate
Staff Matters,Base rate,Base rate
Staff Meeting - Central,Base rate,Base rate
Staff Meeting - First 2 hrs,Base rate,Base rate
Staff Meeting Compulsory,Base rate,Base rate
Staff Meeting for students,Base rate,Base rate
Staff Purchases,Base rate,Base rate
Staff Recruitment,Base rate,Base rate
Staff Relocation,Allowances,Allowances
Staff Rent After Tax,Base rate,Base rate
Staff Reward,Bonuses,Bonus
Staff Supervision,Base rate,Base rate
Staff expenses,Allowances,Allowances
Staff loan,Base rate,Base rate
Staff meetings,Base rate,Base rate
Staff recognition payment,Bonuses,Bonus
Stage 1 Linesman,Base rate,Base rate
Stages @ ASL,Base rate,Base rate
Staingard,Base rate,Base rate
Stakeholder,Base rate,Base rate
Stakeholder Payment,Base rate,Base rate
Stand-Down Days,Others,Severance
Star Award,Base rate,Base rate
Starting Out,Base rate,Base rate
State Funeral,Base rate,Base rate
Stationery,Base rate,Base rate
Stax Retail Products,Base rate,Base rate
Stay Awake Rate,Base rate,Base rate
Staying away,Base rate,Base rate
Steward Fees,Base rate,Base rate
Stewarding for Function,Base rate,Base rate
Stock Award,Base rate,Base rate
Stock Purchases,Base rate,Base rate
Stock Tax,Base rate,Base rate
Stockings,Base rate,Base rate
Stonebridge Recharge,Base rate,Base rate
Stowmarket Shift,Base rate,Base rate
Strapping Fee,Base rate,Base rate
Strawberries,Base rate,Base rate
Strawberries Picked,Base rate,Base rate
Stress Test,Base rate,Base rate
Strike,Base rate,Base rate
String,Base rate,Base rate
Stripping,Base rate,Base rate
Student Loan,Base rate,Base rate
Student Loan Repayment,Base rate,Base rate
Student Sessions,Base rate,Base rate
Student Term Time Pay,Base rate,Base rate
Student Work,Base rate,Base rate
Student loan repayment,Base rate,Base rate
Studs,Base rate,Base rate
Sub Paid,Base rate,Base rate
Subscriptions,Base rate,Base rate
Sugar crisp crown bunch,Base rate,Base rate
Sugar crisp leaf plucking,Base rate,Base rate
Suggestion award,Base rate,Base rate
Suitable Duties,Base rate,Base rate
Sunburst,Base rate,Base rate
Sundry Non Taxable,Base rate,Base rate
Sundry Taxable,Base rate,Base rate
Sunny,Base rate,Base rate
Sunset Cruise,Base rate,Base rate
Sup To Sal,Others,Supercontribution
Sup to Sal,Others,Supercontribution
Super,Others,Supercontribution
Super As Cash,Others,Supercontribution
Super Cash,Others,Supercontribution
Super Cash Back,Others,Supercontribution
Super Hold,Others,Supercontribution
Super on Car,Others,Supercontribution
Super paid as Cash - Offshore,Others,Supercontribution
Super to Cash Top-up,Others,Supercontribution
Super to Earnings,Others,Supercontribution
Superannuation,Others,Supercontribution
Superannuation Balancing,Others,Supercontribution
Superannuation Cash Out,Others,Supercontribution
Superannuation Expense - Direct,Others,Supercontribution
Superannuation Expense - Indirect,Others,Supercontribution
Superannuation Top Up,Others,Supercontribution
Superdrug Marble Arch,Base rate,Base rate
Superintendent,Base rate,Base rate
Supervise,Base rate,Base rate
Supervise 1-3 people,Base rate,Base rate
Supplement,Leave,Leave
Supplementary payment,Leave,Leave
Supplier pick up,Leave,Leave
Supplies expenses,Leave,Leave
Supply Cover,Leave,Leave
Support,Base rate,Base rate
Surrogacy Benefit,Base rate,Base rate
Sustenance,Base rate,Base rate
Sweepstake deduction,Base rate,Base rate
Sweepstakes,Base rate,Base rate
Swim Leader,Base rate,Base rate
Switching Rate,Base rate,Base rate
T & Dog Driver,Base rate,Base rate
T I L,Base rate,Base rate
T/A Breakfast,Base rate,Base rate
T/A Dinner,Base rate,Base rate
T/Truck KM (General),Allowances,Allowances
T/Truck KM 2 Up (General),Allowances,Allowances
T/Truck work exceeds licence category,Base rate,Base rate
T01.Cooper,Base rate,Base rate
T2.50,Penalty rate,Penalty rate
T20 MoM,Base rate,Base rate
TABCORP-ARC,Base rate,Base rate
TAFE Ivers,Base rate,Base rate
TAKE OFF SHIT BUNCH AND BUNCH TRIMING,Base rate,Base rate
TAX OVERRIDE,Base rate,Base rate
TERM BREAK,Base rate,Base rate
TEST ADD LINKED CATEGORY,Base rate,Base rate
TEST CATEGORY,Unclassified,Unclassified
TEST DON'T USE,Unclassified,Unclassified
TEST LWOP,Unclassified,Unclassified
TEST SC Part-time,Base rate,Base rate
TEST VR,Unclassified,Unclassified
TEST WEIGHTS,Base rate,Base rate
TESTING,Unclassified,Unclassified
TEst,Unclassified,Unclassified
TGBIN,Base rate,Base rate
THOMSONS PICKING,Base rate,Base rate
TIPS test,Unclassified,Unclassified
TIR Payment,Base rate,Base rate
TM07 Mur,Base rate,Base rate
TMMU Mur,Base rate,Base rate
TMO Operator,Base rate,Base rate
TMO Operator B Rate,Base rate,Base rate
TMO Operator C Rate,Base rate,Base rate
TMO Operator E Rate,Base rate,Base rate
TMTR Mur,Base rate,Base rate
TOP UP PAYMENT,Base rate,Base rate
TOP UP PAYMENTS,Base rate,Base rate
TP PARITY C,Base rate,Base rate
TPS TIER 1 (17yo),Base rate,Base rate
TPS TIER 1 (18yo),Base rate,Base rate
TPS TIER 1 (19yo),Base rate,Base rate
TPS TIER 1 (20yo),Base rate,Base rate
TPS TIER 2 (17yo),Base rate,Base rate
TPS TIER 2 (18yo),Base rate,Base rate
TPS TIER 2 (19yo),Base rate,Base rate
TPS TIER 2 (20yo),Base rate,Base rate
TPS TIER 3 (17yo),Base rate,Base rate
TPS TIER 3 (18yo),Base rate,Base rate
TPS TIER 3 (19yo),Base rate,Base rate
TPS TIER 3 (20yo),Base rate,Base rate
TPS Tier 1 (16yo),Base rate,Base rate
TPS Tier 1 (17yo),Base rate,Base rate
TPS Tier 1 (18yo),Base rate,Base rate
TPS Tier 1 (19yo),Base rate,Base rate
TRIM BUNCH ONE INCH JOB,Base rate,Base rate
TSC Perm - TEST,Base rate,Base rate
TT_TEST_XXX,Base rate,Base rate
TVO Operator B Rate,Base rate,Base rate
TVO Operator E Rate,Base rate,Base rate
TWFS - Maintenance,Base rate,Base rate
Talent Fee,Base rate,Base rate
Tap,Base rate,Base rate
Target Work,Base rate,Base rate
Tarping,Base rate,Base rate
Tat-Echuca-Melb-Tat,Allowances,Allowances
Tat-Gee-Tat (HC),Allowances,Allowances
Tattoo - All Touch ups,Base rate,Base rate
Tattoo - New Lip,Base rate,Base rate
Tax,Base rate,Base rate
Tax Equalization,Base rate,Base rate
Tax Exempt,Base rate,Base rate
Tax Free Interest,Base rate,Base rate
Tax Over-ride,Base rate,Base rate
Tax Underpayment Loan,Base rate,Base rate
Taxable Shearing,Base rate,Base rate
Taxed Car,Base rate,Base rate
Taxed M/V,Base rate,Base rate
Taxi,Base rate,Base rate
Taxi Expenses,Base rate,Base rate
Taylors Gold (large),Base rate,Base rate
Taylors Gold Tree,Base rate,Base rate
Tch,Base rate,Base rate
Tea,Allowances,Allowances
Tea Money,Allowances,Allowances
Tech Rate,Base rate,Base rate
Tech Support,Base rate,Base rate
Technical Coordinator,Base rate,Base rate
Technical Shift,Base rate,Base rate
Technical Work,Base rate,Base rate
Technologies Rate,Base rate,Base rate
Telephonist,Base rate,Base rate
Temp Increase,Base rate,Base rate
Temporary Role,Base rate,Base rate
Tenor,Base rate,Base rate
Term,Base rate,Base rate
Term Break Absence,Base rate,Base rate
Term Payment,Base rate,Base rate
Test Allowan,Allowances,Allowances
Test GST,Base rate,Base rate
Test Linked,Base rate,Base rate
Test Mapped to Class,Base rate,Base rate
Test PPL,Leave,Leave
Test Pay,Unclassified,Unclassified
Test Pay category,Unclassified,Unclassified
Test Paycode,Unclassified,Unclassified
Test Paycode 4,Unclassified,Unclassified
Test centerlink,Unclassified,Unclassified
Test drop,Unclassified,Unclassified
Test fix,Unclassified,Unclassified
Test perm ord,Unclassified,Unclassified
Test1,Unclassified,Unclassified
Test123,Unclassified,Unclassified
Test2,Unclassified,Unclassified
Test3,Unclassified,Unclassified
Tester Delivery Non-Negs 150,Base rate,Base rate
Tester Delivery Non-Negs 40,Base rate,Base rate
Tester Delivery Non-Negs 50,Base rate,Base rate
Tester On Call Fee,Base rate,Base rate
Tester Shutdown Charge,Base rate,Base rate
Tester test,Unclassified,Unclassified
Testimonial,Base rate,Base rate
Testing On Call Christmas,Unclassified,Unclassified
Testing clearing,Base rate,Base rate
Tfnsw,Base rate,Base rate
Therapists,Base rate,Base rate
Therapy Assistance,Base rate,Base rate
Therapy Connect,Base rate,Base rate
Thermit Welder,Base rate,Base rate
Thermit Welder B Rate,Base rate,Base rate
Thermit Welder C Rate,Base rate,Base rate
Thermit Welder E Rate,Base rate,Base rate
Third Party Platform Interpreting,Base rate,Base rate
This is a custom Pay Category!,Base rate,Base rate
Throwaway,Base rate,Base rate
Tickets and Tolls,Base rate,Base rate
Ties,Base rate,Base rate
Time - Record Only,Base rate,Base rate
Time Approved,Base rate,Base rate
Time clearing,Base rate,Base rate
Time in Leu test,Base rate,Base rate
Time in Leui,Base rate,Base rate
Tipping,Bonuses,Bonus
Tips (Don't Use),Unclassified,Unclassified
Tips Earnt,Bonuses,Bonus
Tips Expense,Bonuses,Bonus
Tips Payment,Bonuses,Bonus
Tips and Gratuities,Bonuses,Bonus
Tips2,Bonuses,Bonus
Token,Base rate,Base rate
Toll Bridge,Allowances,Allowances
Toll Fee,Allowances,Allowances
Toll Roads,Allowances,Allowances
Tolls & Fuel Assistance,Allowances,Allowances
Tomatoes,Base rate,Base rate
Tool Account,Allowances,Allowances
Tool Account Paid Out,Allowances,Allowances
Tool Alllowance,Allowances,Allowances
Tool Allow,Allowances,Allowances
Tool Allow(weekly),Allowances,Allowances
Tool Hire Fee,Allowances,Allowances
Tool Money,Allowances,Allowances
Tool Money saved,Allowances,Allowances
Tool allowence,Allowances,Allowances
Tool of Trade,Allowances,Allowances
Toolbox Payments,Allowances,Allowances
Tools (Workshop),Allowances,Allowances
Tools Small,Allowances,Allowances
Tools of trade,Allowances,Allowances
Top Up Pay,Bonuses,Bonus
Top Up Payment - Finance,Bonuses,Bonus
Top Up Payment - Technology,Bonuses,Bonus
Top Up Rate,Bonuses,Bonus
Top Up Super,Others,Supercontribution
Top up - Minimum Wage,Bonuses,Bonus
Top up Payment,Bonuses,Bonus
Top-Up,Bonuses,Bonus
Top-up,Bonuses,Bonus
Topup,Bonuses,Bonus
Tour Bookings,Base rate,Base rate
Tour Payout,Base rate,Base rate
Touring Per-Deiums,Base rate,Base rate
Town Award,Base rate,Base rate
Townhouse,Base rate,Base rate
Trackwork per ride,Base rate,Base rate
Tractor,Base rate,Base rate
Tractor Drivers,Base rate,Base rate
Trade Licence,Base rate,Base rate
Trade QN,Base rate,Base rate
Trades,Base rate,Base rate
Trades Rate,Base rate,Base rate
Trading Room Tips,Base rate,Base rate
Traffic,Base rate,Base rate
Trailer Pay,Base rate,Base rate
Transfer Fee,Base rate,Base rate
Transformation Work,Base rate,Base rate
Trave B/T,Base rate,Base rate
Treatment Received,Base rate,Base rate
Treble Time,Base rate,Base rate
Tredici,Base rate,Base rate
Tredici Restaurant,Base rate,Base rate
Trial,Base rate,Base rate
Trials - Away,Base rate,Base rate
Trip (Kuching),Allowances,Allowances
Trip (Local),Allowances,Allowances
Trip (Sibu),Allowances,Allowances
Trip - Bintulu,Allowances,Allowances
Trip - Ipoh,Allowances,Allowances
Trip - Parkes,Allowances,Allowances
Trip Cancellation Fee,Allowances,Allowances
Trip Rates,Allowances,Allowances
Triple,Base rate,Base rate
Tronc A,Base rate,Base rate
Tronc B,Base rate,Base rate
Trowbridge Shifts,Base rate,Base rate
Truck / Tractor,Base rate,Base rate
Truck And Dog,Base rate,Base rate
Truck Cleaning,Base rate,Base rate
Truck Driver B Rate,Base rate,Base rate
Truck Driver C Rate,Base rate,Base rate
Truck Driver E Rate,Base rate,Base rate
Truck Driving,Base rate,Base rate
Truck driving,Base rate,Base rate
Trudy 1.5,Base rate,Base rate
Trudy 2,Base rate,Base rate
Trust Distribution,Base rate,Base rate
Trvl-Air,Base rate,Base rate
Trvl-T & P,Base rate,Base rate
Tuan increase,Base rate,Base rate
Tuition Grant,Base rate,Base rate
Tunnelling VIC,Base rate,Base rate
Turquoise w1,Base rate,Base rate
Turquoise w2,Base rate,Base rate
Tyne Tunnel,Base rate,Base rate
Type 1,Base rate,Base rate
Type O,Base rate,Base rate
Typing Test,Base rate,Base rate
Typing Tests,Base rate,Base rate
Typing from home,Base rate,Base rate
UNIFORM DEDUCTION,Base rate,Base rate
Ultra duties,Base rate,Base rate
Ultrasound,Base rate,Base rate
Ultrasound AFAST,Base rate,Base rate
Un Paid Basic,Base rate,Base rate
Unauthorised Unpaid Absence,Base rate,Base rate
Unauthorised absence,Base rate,Base rate
Unbillable - Maintainence,Base rate,Base rate
Under payment,Base rate,Base rate
Underage Pay Category,Base rate,Base rate
Underground Operator,Base rate,Base rate
Underpaid Basic,Base rate,Base rate
Underpayment - PS,Base rate,Base rate
Underpayment - SS,Base rate,Base rate
Underpayment Rectification,Base rate,Base rate
Underpayment from previous pay,Base rate,Base rate
Undertaking Higher Position,Base rate,Base rate
Unfair Dismissal,Others,Severance
Unfair Dismissal Payment,Others,Severance
Uniform,Base rate,Base rate
Uniform A/T,Base rate,Base rate
Uniform Bond,Base rate,Base rate
Uniform Deduction,Others,Deduction
Uniform Deposit  Return,Base rate,Base rate
Uniform Deposit Return,Base rate,Base rate
Uniform Laundry,Base rate,Base rate
Uniform Shop Coordinator,Base rate,Base rate
Uniform T,Base rate,Base rate
Uniform TF,Base rate,Base rate
Uniform bond,Base rate,Base rate
Uniform returned,Base rate,Base rate
Union Deligate,Base rate,Base rate
Union Fee Payment,Base rate,Base rate
Union fee,Base rate,Base rate
Unit,Base rate,Base rate
Unit Holders Super,Base rate,Base rate
Unit of Competency Payment,Base rate,Base rate
University Callout,Base rate,Base rate
Unscheduled Pay Run,Base rate,Base rate
Ununsed Type O,Base rate,Base rate
Unused Category,Base rate,Base rate
Unvented service,Base rate,Base rate
Updated Test Pay Category,Base rate,Base rate
Upselling,Base rate,Base rate
Upskilling course,Base rate,Base rate
V-Care Cas,Base rate,Base rate
VACN,Base rate,Base rate
VEHICL ALLO SALE NSW,Base rate,Base rate
VIP Super,Base rate,Base rate
VIsit Gap,Base rate,Base rate
VOID 1,Base rate,Base rate
VU – invigilation,Base rate,Base rate
VacPayOut,Base rate,Base rate
Vacation Pay,Base rate,Base rate
Vaccination,Base rate,Base rate
Valuers,Base rate,Base rate
Van BIK,Base rate,Base rate
Vanuatu Currency Pay,Base rate,Base rate
Variable Compensation,Base rate,Base rate
Variable Overheads,Base rate,Base rate
Variable component,Base rate,Base rate
Venue Supervision,Base rate,Base rate
Venue Technician/Operator,Base rate,Base rate
Vet OOH Procedure Fee inc Super,Base rate,Base rate
Vet On Call,Base rate,Base rate
