pay_category_name,category,sub_category
Support Level 2.1 - Sunday 12am to 12am,Penalty rate,Penalty rate
Permanent - Overtime - Saturday - After 2 hours,Penalty rate,Penalty rate
Education Leaders Allowance,Allowances,Allowances
HR Admin 22,Base rate,Base rate
Union Allowance,Allowances,Allowances
Ordinary Time Earnings (Technology - Product),Base rate,Base rate
2022 Welfare PPT L3P1 O/T 2.0,Penalty rate,Penalty rate
Clerk Sunday Shift - Cas,Penalty rate,Sunday
GRIA - PT - 1-July-2022 - Late Trading (>9pm) - Sat Minimum Shift Engagement,Penalty rate,Saturday
Unused leave payment-normal termination,Leave,Leave
SSWA - CAS - 1-July-2019 - M-F Daily OT - After 2 hours,Penalty rate,Penalty rate
xx Commission ,Bonuses,Commission
Back Pay - Public Holiday,Penalty rate,Public Holiday
Motor Vehicle - Allowance,Allowances,Allowances
Casual Under 16 years Level 3 Sunday,Penalty rate,Sunday
Short Day Meal Allowance,Allowances,Allowances
RNIC G5C Weekend,Penalty rate,Weekend
Jul21 Group Booking Night,Penalty rate,Evening/Night
Sunday - L5 TAB Supervisor,Penalty rate,Sunday
Top up Maternity Pay,Leave,Leave
Commission on Product Sales,Bonuses,Commission
The Wren School,Leave,Leave
-- Fast Food - Ord x1.45,Penalty rate,Penalty rate
Casual - Distilling Assistant,Base rate,Base rate
Annual LeaveTaken,Leave,Leave
"73029 FBTMCASL3 [WEEKDAY,!PH][1400-0000][][FBTML3]",Penalty rate,Penalty rate
Retainer - G Rayner,Base rate,Base rate
NursesA - CAS - SW - M-Sat Daily OT - First 2 hours,Penalty rate,Saturday
Fulltime Driver OTx1.5,Penalty rate,Penalty rate
Public holiday paid not worked,Penalty rate,Penalty rate
SOC Night Shift Sunday,Penalty rate,Sunday
CleanA - FT - 1-July-2020 - M-Sat Delayed Meal Break - First 2 Hours,Penalty rate,Penalty rate
Vehicle Allowance - Car - Up To ATO Threshold (LGIA),Allowances,Allowances
ADMIN3,Base rate,Base rate
2022 Welfare PPT L3P2 N/Allow,Base rate,Base rate
Higher Duties Level 2 to 3 Overtime x 2.5,Penalty rate,Penalty rate
Adjustment Night Shift NT,Penalty rate,Evening/Night
Salary Backdated,Others,Backpay
Junior Saturday,Penalty rate,Saturday
Casual Mon-Fri Standard Hours 7pm-7am,Base rate,Base rate
Wine - L2 - Casual OT2.5,Penalty rate,Penalty rate
-- Manuf - 9.21222.3 16 - Not in a,Penalty rate,Penalty rate
Working Away Overtime +50%,Penalty rate,Penalty rate
AERA - CAS - Not Exhibition - 1-July-2019 - M-Sat Minimum Shift Engagement,Penalty rate,Saturday
BSL P PP3 L2 OT OFRS,Penalty rate,Penalty rate
Leave Loading 50%,Leave,Leave
Govt Funded Parental Leave,Leave,Leave
NursesA - CAS - SW - 1-July-2020 - Sat,Penalty rate,Saturday
Live Out Allowance,Allowances,Allowances
Award Casual Lvl 3.4 Training,Base rate,Base rate
On Call Daily (Public Holiday),Penalty rate,Public Holiday
Restraint Payment,Base rate,Base rate
Unused Annual Leave payment (Normal Termination),Leave,Leave
Casual - Call Back (first 3 hours),Base rate,Base rate
OLD RATE W Dovaston Hourly Rate,Base rate,Base rate
Meal Allow 1,Base rate,Base rate
Overpayment of salary adjustment,Base rate,Base rate
Permanent - (Double 2.0),Base rate,Base rate
B/Pay OT,Penalty rate,Penalty rate
MEA Special Leave Taken,Leave,Leave
Sat/Sun x1.5,Penalty rate,Sunday
Public Holiday (Admin),Penalty rate,Public Holiday
Allowance - Project Based Roster,Allowances,Allowances
Admin - Casual - Mon - Fri,Base rate,Base rate
Lump Sum Payment - Severance,Others,Severance
Casual L1 U16yrs,Base rate,Base rate
GRIA - CAS - Early - 1-July-2022 - Sat After 6pm - First 3 Hours,Penalty rate,Saturday
ParentalLv $,Leave,Leave
26 - Casual Public Holiday Rate (inc 25% loading) SACSEA,Penalty rate,Public Holiday
Laundry Assistant,Base rate,Base rate
Contractor Creatives DAILY,Base rate,Base rate
-- E Hirst Base Rate Modifier,Base rate,Base rate
Base Rate Ordinary Hours: Mahadevan,Base rate,Base rate
HCE L1P1 Afternoon,Base rate,Base rate
B/Pay O/T - Ave,Penalty rate,Penalty rate
HB - AFTER MIDNIGHT M-F,Penalty rate,Evening/Night
Vehicle Allowance > 5000km,Allowances,Allowances
Higher Duties (Ordinary Hours),Allowances,Allowances
Pay per Hour (Regular teaching) £17.00 (includes £2.05 holiday pay),Penalty rate,Public Holiday
PEP Allowance OT - LVL 2,Allowances,Allowances
2022 Welfare L3P3 O/T 2.0,Penalty rate,Penalty rate
Permanent - Overtime 150% EA,Penalty rate,Penalty rate
O/T Sunday DSW 3.3 (PT),Penalty rate,Sunday
Weekday Penalty Rate,Penalty rate,Penalty rate
20% Casual Loading MMT,Base rate,Base rate
Extra hours COGS,Penalty rate,Penalty rate
Super Retail Group - asdasd - VIC (AU) - 29.06.2022 (Overtime),Penalty rate,Penalty rate
Casual Intro 18YO Sunday,Penalty rate,Sunday
Deduction for Resignation without Notice,Penalty rate,Penalty rate
Casual Nurse - Sunday,Penalty rate,Sunday
Iris Perm Night,Penalty rate,Evening/Night
EO Car Allowance Back Pay,Allowances,Allowances
"J2215 CW1 Overtime <2 T.5 $79.88 RBWH, Herston",Penalty rate,Penalty rate
CPA - CAS - 1-July-2021 - Sun Before 7am,Penalty rate,Sunday
Ordinary Hours XX,Base rate,Base rate
Public/Statutory Leave,Leave,Leave
Allowance - Accommodation & Meals,Allowances,Allowances
Casual - Overtime - Sunday - AG2021/7860,Penalty rate,Penalty rate
Night On-call Allowance (WFS),Allowances,Allowances
Media Allowance,Allowances,Allowances
MA000101 Community Service Leave Taken,Leave,Leave
Permanent Public Holiday Worked Overtime - AG,Penalty rate,Penalty rate
Car Allowance up to a ATO limit,Allowances,Allowances
Permanent - Tour Day Overtime (40+),Penalty rate,Penalty rate
Adhoc Sick Leave Taken Hours,Leave,Leave
Overtime - DT,Penalty rate,Penalty rate
GRIA - PT - 1-February-2021 - Late Trading (>9pm) - M-F Ordinary,Penalty rate,Evening/Night
Standard Hours - Sunday,Penalty rate,Sunday
FULL TIME - ORDINARY HOURS,Base rate,Base rate
Casual Semi KM,Base rate,Base rate
Hourly Pay - OPEN DOOR INTERIORS,Base rate,Base rate
Living Away Allowance - Meals,Allowances,Allowances
BLB 1 Ordinary Hours,Base rate,Base rate
Remote/Overseas Working,Penalty rate,Penalty rate
NursesA - CAS - SW - M-Sat Weekly OT - First 2 hours,Penalty rate,Saturday
"Site Allowance VIC (WestKon - 20 Albert St, Preston) NT",Allowances,Allowances
SSWA - FT - 1-July-2022 - M-Sat Weekly OT - First 2 Hours,Penalty rate,Saturday
Casual Rate Saturday,Penalty rate,Saturday
Meal Away Allowance,Allowances,Allowances
Nurse Casual Sunday Hours (x2.25),Penalty rate,Sunday
Sleepover H&C Permanent Hours,Penalty rate,Penalty rate
"Pilates - Classes (Sat, Sun, PH)",Penalty rate,Evening/Night
RB-PPT-CW1-TD1-OT150%,Penalty rate,Penalty rate
Extra Hours Sunday,Penalty rate,Sunday
Casual SACS 1.3 - Night shift,Penalty rate,Evening/Night
SEQ Paid Leave,Leave,Leave
Meal Allowance after every 4 hrs,Allowances,Allowances
WorkCover - Excess Period Payment,Others,WorkCover
On Call Duty Allowance,Allowances,Allowances
After hours 80%,Penalty rate,Penalty rate
Higher Duties Level 2 to 3 Overtime x 3,Penalty rate,Penalty rate
SCHADS - CAS - Social & Comm - 1-July-2020 - M-Sat Weekly OT - After 2 Hours,Penalty rate,Saturday
Loading/Unloading (MC),Base rate,Base rate
Educational leader allowance,Allowances,Allowances
PharmacyA - PT - 1-July-2022 - M-Sat Delayed Meal Break - First 2 Hours,Penalty rate,Penalty rate
3. EA2020 CAS_LY Group 4 L/H - Double Time Duplica,Penalty rate,Penalty rate
Saturday (EGG Permanent),Penalty rate,Saturday
-- Manuf - 9.19203.1 Apprentice -,Base rate,Base rate
Overtime Flat Rate (RM),Penalty rate,Penalty rate
Backpay Lump Sum E (2017/18),Others,Backpay
On Call Allowance Sat (16),Penalty rate,Saturday
SBA Pastoral Allowance 2.0x,Allowances,Allowances
-- Hospitality - HD L4 Ord x2.452,Penalty rate,Penalty rate
Casual Over 12 Hrs Ordinary,Penalty rate,Penalty rate
Group D - Travel Driving - MEL to BALLARAT (return),Allowances,Travel
01 Ordinary Hours [WEEKDAY][ALLDAY][][],Base rate,Base rate
Mobile Phone - Administration,Allowances,Allowances
Casual Ordinary Hours - Admin,Base rate,Base rate
Hosp - L5 - Casual OT2,Penalty rate,Penalty rate
Permanent - Ordinary Hours - BFIA2020,Base rate,Base rate
Casual - Day shift - Overtime outside roster hours - first 3 hours - AG2022/784,Penalty rate,Penalty rate
VIC (AU) - Cyber Consultant - Medibank - 05122022 (Overtime),Penalty rate,Penalty rate
Rigger Advanced Travel Time,Allowances,Travel
Brewery - Casual Saturday,Penalty rate,Saturday
Mahican Pink Saturday Isabella,Penalty rate,Saturday
Casual Hours - Truck (Flat Rate),Base rate,Base rate
3 AMC Freezer Allowance,Allowances,Allowances
Group Activities In A Centre - 1:2 - Standard - Public Holiday,Penalty rate,Public Holiday
Plumbing and mechanical services worker level 1,Base rate,Base rate
Training new driver,Base rate,Base rate
Level 4 Award Driver Public Holiday Hours,Penalty rate,Public Holiday
Workers Compensation Unfit,Others,WorkCover
Laundry Allowance (PT Cas) above ATO threshold,Allowances,Allowances
Permanent - PH Worked - Overtime x 250%,Penalty rate,Penalty rate
Workers Compensation With Accrual,Others,WorkCover
Casual - Night shift - Overtime outside roster hours - 13 shift - after 3 hours - AG2022/784,Penalty rate,Penalty rate
Overtime Hours (1.5) CSM,Penalty rate,Penalty rate
M-F Casual $24.19,Base rate,Base rate
BASE Resources,Base rate,Base rate
WorkCover - RTWSA,Others,WorkCover
Bonus Salary,Bonuses,Bonus
Sunday not shift work,Penalty rate,Sunday
Permanent - Shiftwork x 50%,Penalty rate,Penalty rate
Additional Hours - Facilitation,Penalty rate,Penalty rate
PIA 19YO CAS LVL1 WEEKNIGHT,Penalty rate,Evening/Night
Salary Overtime 1.5x,Penalty rate,Penalty rate
Wood and Timber Permanent Afternoon Shift,Base rate,Base rate
GST (%) for Contractors,Base rate,Base rate
Permanent - Ordinary Hours - HIA2010,Base rate,Base rate
C08.Urgent Cleaner - Cover,Base rate,Base rate
Rest Day @ 2,Leave,Leave
Early Intervention Pay,Penalty rate,Penalty rate
Unused Leave Payment Type D - Long Service,Leave,Leave
Fabrication Manager Allowance,Allowances,Allowances
PT HCE SACS Based L1P1 Sunday,Penalty rate,Sunday
Overtime Level 2 M-F First 2 Hours,Penalty rate,Penalty rate
Sunday Rate Full Time,Penalty rate,Sunday
PIA CAS LVL 2 ADULT,Base rate,Base rate
Public Holiday (no work),Penalty rate,Public Holiday
FOH Perm-Sunday,Penalty rate,Sunday
Refund Uniform Deposit,Others,Reimbursement
OT Sales per shift,Penalty rate,Penalty rate
Casual - Saturday - 6pm to 6am (2x),Penalty rate,Saturday
Ordinary Time - Training/Study,Leave,Leave
73038 FBTMPPT SUN L2 [SUN] [ALLDAY][][FBTML2],Penalty rate,Sunday
Permanent Crew Sunday,Penalty rate,Sunday
Annual Leave Bonner,Leave,Leave
Casual Hours - No Loading,Base rate,Base rate
ChildrenA - CAS - M-Sat Weekly OT - After 2 hours,Penalty rate,Saturday
NursesA - CAS - SW - Reg. Nurses Lvl 4-5 - 1-July-2021 - Sun Minimum Shift Engagement,Penalty rate,Sunday
Long Service Leave  - Termination Payment,Leave,Leave
Level 1 Casual CC,Base rate,Base rate
MV Allowance (NS),Allowances,Allowances
Leading Hand Allowance (2-5 Persons),Allowances,Allowances
Public Holiday - L2 Cook G1,Penalty rate,Public Holiday
052 - Public Holiday - Bus Driver - Casual,Penalty rate,Public Holiday
Commission (Pedro Fernandes),Bonuses,Commission
Casual - Afternoon and Nightshift (Civil Construction) - AG2022/396,Penalty rate,Evening/Night
Allowance- Uniform,Allowances,Allowances
2022 Disability L5P3 Night Shift,Penalty rate,Evening/Night
Permanent - Public holiday - AG2019/4551,Penalty rate,Public Holiday
Travel Allowance - Massage Therapy (V1 Private Vehicle - 78 cents),Allowances,Allowances
Leave  Without Pay,Leave,Leave
Training- Warehouse,Base rate,Base rate
LABOUR HIRE - OZ STAFF Forklift/Checker AM - Sunday,Penalty rate,Sunday
Perm - Overtime x 150%,Penalty rate,Penalty rate
Sales Commission Bonus,Bonuses,Bonus
016 - Sunday - Bus Driver - Casual,Penalty rate,Sunday
Availability Duty Allowance,Allowances,Allowances
DGW - Overtime x 50%,Penalty rate,Penalty rate
Medical Leave RTW (Paid),Leave,Leave
HIGA - CAS - Post-2018 - M-F Weekly OT - First 2 hours,Penalty rate,Penalty rate
Marriage Leave,Leave,Leave
Bus Driver - Additional Hours,Penalty rate,Penalty rate
Permanent Higher Duties - Public Holiday Overtime,Penalty rate,Penalty rate
Casual Ordinary Hours - Dentist,Base rate,Base rate
Contractor lvl 1.2 N/T,Base rate,Base rate
Social Community Activities  Weekdays RM,Base rate,Base rate
Team Lead Sunday Hours,Penalty rate,Sunday
E Store Forklift 2x Overtime,Penalty rate,Penalty rate
Xtra Dept - Sunday (Incl 75% Loading),Penalty rate,Sunday
Permanent Ordinary Hours Teaching,Base rate,Base rate
Casual 15% SHIFT PT1,Base rate,Base rate
Leading Hand Casual Rate,Allowances,Allowances
Cleaner Junior Level 1,Base rate,Base rate
Travel Costs Reimbursed,Others,Reimbursement
Africa - Full Time,Base rate,Base rate
GRIA - CAS - 1-July-2022 - M-F After 9pm - After 3 Hours,Penalty rate,Evening/Night
Permanent - Overtime - Monday to Satuday - after 2 Hours,Penalty rate,Penalty rate
Compassionate Leave Taken (NA),Leave,Leave
Overtime - IFA rate,Penalty rate,Penalty rate
PVTA - FT - NTDO - 1-July-2021 - PH Daily OT,Penalty rate,Penalty rate
Contractor Outbound calls - hourly rate,Base rate,Base rate
BCA WorkCover Excess,Others,WorkCover
One day one night,Penalty rate,Evening/Night
Bonus Admin,Bonuses,Bonus
Leave Cash-Up,Leave,Leave
RIA - CAS - 1-November-2021 - M-F Ordinary,Base rate,Base rate
Redundancy Notice,Penalty rate,Penalty rate
Casual (Calvery) - Day,Base rate,Base rate
ChildrenA - FT - 1-July-2020 - Sat OT - After 2 Hours,Penalty rate,Saturday
Casual Public Holiday Worked 150%,Penalty rate,Public Holiday
Casual- RN G-3A PM,Base rate,Base rate
HIGA - FT - 1-February-2021 - Sun,Penalty rate,Sunday
21 ESUP OT >14 hrs per Day SS,Penalty rate,Penalty rate
Long Service Leave Taken - NEBA Shift,Leave,Leave
Accommodation Allowance Weipa#,Allowances,Allowances
RIA - FT - 1-October-2022 - Sun Weekly OT,Penalty rate,Sunday
Multi-storey Allowance - Level 61+,Allowances,Allowances
Level 1 Csl Sat Hours,Penalty rate,Saturday
Casual - Active Night - Saturday,Penalty rate,Saturday
Contractor - hourly,Base rate,Base rate
TND Bonus,Bonuses,Bonus
Saturday (Casual Level 3) - OLD,Penalty rate,Saturday
Public Holiday Sauna,Penalty rate,Public Holiday
PH - 16yr,Penalty rate,Public Holiday
Training (own time),Base rate,Base rate
Casual - Public Holiday OT x 2.5 (EA),Penalty rate,Penalty rate
Public Holiday Shift x100%,Penalty rate,Public Holiday
Accident Pay - Workcover Gap,Others,WorkCover
Permanent Base Hourly - Public Holiday,Penalty rate,Public Holiday
-- Manuf - 9.19203.12 Apprentice -,Base rate,Base rate
Intersilo Task Allowance OT,Allowances,Allowances
6732601 - Dept. of Education & Training,Base rate,Base rate
CSW Hourly Pay Nights BH,Penalty rate,Evening/Night
Loading - V-Care Sat 7am - 7pm,Penalty rate,Saturday
RIA - FT - 1-November-2021 - RDO OT,Penalty rate,Penalty rate
Permanent - Overtime x 2.0 (MA EBA),Penalty rate,Penalty rate
RDO (Shift) HD,Base rate,Base rate
Kaefer Maicon Base F/R,Base rate,Base rate
Nurses Permanent - Night shift 4am - 6am,Penalty rate,Evening/Night
"Space, Height, and Dirt Allowance",Allowances,Allowances
SCHADS - PT - SW - Disability/Home Care - 1-July-2021 - M-Sat Daily OT - First 2 Hours,Penalty rate,Saturday
Piece Rates (Tunstill Old Shiraz),Base rate,Base rate
Sleep Overtime 1,Penalty rate,Penalty rate
Permanent - Ordinary Hours - HPSSA2020,Base rate,Base rate
Operations - Salary - PH Loading,Penalty rate,Public Holiday
Trade School 25%,Leave,Leave
DON’T USE  Casual - Working through a meal break (Public Holiday),Penalty rate,Public Holiday
Casual - Night Rate 120%,Penalty rate,Evening/Night
Casual - Travelling home after overtime - continuous shiftworkers [MA000048],Penalty rate,Penalty rate
Casual Public Holiday 250%,Penalty rate,Public Holiday
Toilet Fabrication,Base rate,Base rate
5.3 Fares Allowance,Allowances,Allowances
Front Office L3 G2 - Sunday (Cas) BM,Penalty rate,Sunday
TC - Casual rate Mon to Fri after 2hrs($56.45),Base rate,Base rate
Casual - Advertiser Waiting Time - Double Time,Penalty rate,Penalty rate
HCE O/T Mon-Sat (1st) 3.1 (C),Penalty rate,Saturday
Dom Assist / Support L1 - $40.00 (Weekday),Base rate,Base rate
Salary - Manager,Base rate,Base rate
Public Holiday Overtime Hours x2.5,Penalty rate,Penalty rate
Casual 20 Years & over Level 1 Weekends,Penalty rate,Weekend
Casual - Afternoon/Night Shift x 1.2 (CSA),Penalty rate,Evening/Night
G2  - $23 FW FP TP KH - M-F,Base rate,Base rate
Sleep shift HCE Allowance-SAT,Allowances,Allowances
CCCA - PT - 1-July-2021 - PH Daily OT,Penalty rate,Penalty rate
Saputo Milk Test Public Holiday,Penalty rate,Public Holiday
Permanent Ordinary Hours - Racing Industry,Base rate,Base rate
Awake Shift (10pm to 6am) - Overtime,Penalty rate,Penalty rate
Productivity Allowance (OT),Allowances,Allowances
Overtime - Mon - Fri after 2 hours,Penalty rate,Penalty rate
Part-time Ordinary Hours - Luke,Base rate,Base rate
Workers Compensation (No Leave),Leave,Leave
GRIA - CAS - 1-March-2020 - Late trading (>9pm) - Sat Minimum Shift Engagement,Penalty rate,Saturday
RUN - ADVERTISER - MILLICENT SUN & PH,Penalty rate,Sunday
Overtime worked on rostered day off,Base rate,Base rate
2022 Disability L4P2 M-F,Base rate,Base rate
Annual Leave Taken ( No leave loading),Leave,Leave
Overtime at Time and a Half,Penalty rate,Penalty rate
Travel and Transport,Allowances,Allowances
*SCHADS - CAS - Social & Comm - 1-July-2022 - Sun Minimum Engagement,Penalty rate,Sunday
Leave Other (paid),Leave,Leave
Permanent - Christmas Day - Saturday - after 2 hours [MA000043],Penalty rate,Saturday
Base Ordinary Hours,Base rate,Base rate
Jul21 L1 SleepoverPublicHol,Penalty rate,Penalty rate
Permanent - Night Shift x100% PFS,Penalty rate,Evening/Night
Reimburse Key Cutting,Others,Reimbursement
Sunday Overtime x 200%,Penalty rate,Penalty rate
Casual On Call Allowance N Sat,Allowances,Allowances
Casual - Meeting – Probation (EBA),Base rate,Base rate
Time in lieu taken - do not use,Unclassified,Unclassified
Casual Labour overtime -150% first two hours,Penalty rate,Penalty rate
Vehicle Allowance All Above ATO,Allowances,Allowances
Fitters Hourly rate ,Base rate,Base rate
Casual - Sunday Luke,Penalty rate,Sunday
Permanent - Flat Rate - Public Holiday Working,Penalty rate,Public Holiday
A - Bonus,Bonuses,Bonus
CAB Bonus,Bonuses,Bonus
Permanent - Overtime x 175%,Penalty rate,Penalty rate
Leading Hand Allowance 10 Plus,Allowances,Allowances
Vehicle KM Allowance,Allowances,Allowances
Casual (Receptionist) - Sunday,Penalty rate,Sunday
Clerical Grade 3 Casual -  Weekday,Base rate,Base rate
Cleaner - Enhanced Holiday Pay,Penalty rate,Public Holiday
Bakery - Casual Early Morning,Penalty rate,Penalty rate
21 ESup Break Not Taken Sat,Leave,Leave
Paid Paternity Leave MatTek,Leave,Leave
Overtime 150% Kitchen Hours,Penalty rate,Penalty rate
Salaried TIL,Base rate,Base rate
Browco Part Time Sunday,Penalty rate,Sunday
22 CBRE2 OT >40 hrs Week,Penalty rate,Penalty rate
Except Circumst Fam Leave,Leave,Leave
Meal/Rest,Base rate,Base rate
SCHADS - FT - SW - Disability - 1-July-2021 - M-Sat Daily OT - After 2 Hours,Penalty rate,Saturday
Responder - Overtime - Saturday or Sunday (Casual),Penalty rate,Penalty rate
Commission Incentive,Bonuses,Commission
First Aid Allowance 12.56 PW Kate,Allowances,Allowances
Parental Leave - Governament PPL,Leave,Leave
VY Cas OT 1.5,Penalty rate,Penalty rate
Permanent Saturday Overtime - x 1.5,Penalty rate,Penalty rate
Loading 100%,Base rate,Base rate
Travel Allowance (T/A - Nightshift),Allowances,Allowances
Higher Duties L2 - Ord x1.036,Allowances,Allowances
SA (AU) - Contact Centre Outbound - 21122022 (Overtime),Penalty rate,Penalty rate
Annual Leave Taken *old,Leave,Leave
SCD - Specialist Care BH - Hours,Bonuses,Bonus
Casual - Saturday 1st 2 hours (PFS),Penalty rate,Saturday
 - Superannuation - Salary Sacrifice - CBUS (Provision),Base rate,Base rate
Payments in lieu of notice of termination,Base rate,Base rate
Long Service Leave Taken - Uplifted pay rate,Leave,Leave
Managers - 1. Monthly Pay,Base rate,Base rate
Permanent - Holiday,Penalty rate,Public Holiday
Fieldworker Casual - Rigger DS,Base rate,Base rate
052PO - Home Leave Allowance,Leave,Leave
Penalty Rate (Saturday) ,Penalty rate,Saturday
Saturday - L2 Cleaner,Penalty rate,Saturday
Master Data Specialist,Bonuses,Bonus
Public Hol,Penalty rate,Public Holiday
OTE - Type 4,Penalty rate,Penalty rate
06 HIGA CAS L3 Cook G2 OT 12 [WEEKEND][12~24][][],Penalty rate,Weekend
RN 2.4 Afternoon,Base rate,Base rate
X Public Holiday (DNU),Penalty rate,Public Holiday
Weekend Travel Overtime,Penalty rate,Penalty rate
SCHADS - CAS - Disability - 1-July-2020 - Sun,Penalty rate,Sunday
Vehicle industry RS&R - CAS - 01 February 2021 - Minimum Shift Engagement - Monday to Sunday,Penalty rate,Sunday
Sunday - L4 Cook (Chef) G3,Penalty rate,Sunday
Permanent Higher Duties - Long-service Leave Taken (RTD),Leave,Leave
Personal (Sick) Leave,Leave,Leave
Saturday after 12:30pm,Penalty rate,Saturday
Site Allowance $6,Allowances,Allowances
Site Allowance <400M,Allowances,Allowances
Travel Time Overtime,Penalty rate,Penalty rate
Casual Saturday - 20 years,Penalty rate,Saturday
Higher Duties (L4 P1),Allowances,Allowances
Permanent - Night Shift (other employees),Penalty rate,Penalty rate
Permanent - Overtime VCP,Penalty rate,Penalty rate
Casual - DHB aft hrs,Base rate,Base rate
Permanent Sunday 175%,Penalty rate,Sunday
Leave With Pay,Leave,Leave
Backpay Overtime x 2,Penalty rate,Penalty rate
SCHADS - CAS - Home Care - 1-July-2020 - M-Sat Delayed Meal Break - First 2 Hours,Penalty rate,Penalty rate
Stipend payment,Base rate,Base rate
Penalty Rate Saturday Casual,Penalty rate,Saturday
Unused leave payment (normal termination) Created,Leave,Leave
Site Allowance - c2004 - OT,Allowances,Allowances
Leave loading shift or weekend,Penalty rate,Weekend
Permament - Afternoon Shift,Base rate,Base rate
Saturday after 2 hours,Penalty rate,Saturday
SSWA - CAS - 1-July-2022 - M-F After 5:30pm - After 2 Hours,Base rate,Base rate
Level 2 Paypoint 1 - PM,Base rate,Base rate
Pet Circle Forklift Ordinary,Base rate,Base rate
CBL - Daily Travel Allowance (weekend),Penalty rate,Weekend
Penalty - 7.00pm - Midnight (M-F) Kitchen,Penalty rate,Penalty rate
Car Allowance No Super,Allowances,Allowances
Referral Bonus (Post Tax),Bonuses,Bonus
Allowance to Alex,Allowances,Allowances
Unused Leave Payment (Long Service leave - Type U),Leave,Leave
Casual Public Holidays - AIN/EN/RN/MedComp - Outside Sydney,Allowances,Allowances
GRIA - CAS - post-2017 - Late trading (>9pm) - PH Daily OT,Penalty rate,Penalty rate
D. Brown - Grader - Time & a Half,Penalty rate,Penalty rate
Back Pay Ordinary Hours - Lending D2C Project,Others,Backpay
Workcover 20% (w/ Super,Others,WorkCover
Salary do not use,Unclassified,Unclassified
Waiting Time Casual 2.0 (PTVA Grade 3),Base rate,Base rate
Nanny Placement - Saturday,Penalty rate,Saturday
mon-fri - dayshift - Overtime Rate,Penalty rate,Penalty rate
Multi-storey Allowance - Level 46-60,Allowances,Allowances
zzzDO NOT USE Restaurant - Casual Pub. Hol.,Unclassified,Unclassified
Fares and Travel Allowance - Apprentice stage 3 (projects over $50m) - AG2022/396,Allowances,Allowances
CMS Perm Overtime First 2 Hours Period,Penalty rate,Penalty rate
G3 BW HB - SAT,Penalty rate,Saturday
MA000104 MiscAw -Casual Lvl 1 17 yrs - Sat,Penalty rate,Saturday
ACA - (Not Automated) - Leading hand allowance - 11-15 employees,Allowances,Allowances
OtherAllowances(Entertainment),Allowances,Allowances
FTPT Level 2 - food and beverage attendant,Base rate,Base rate
G5 SUP - SUN,Penalty rate,Sunday
FASCHI Public Holiday,Penalty rate,Public Holiday
PCA Level 3-4 PM,Base rate,Base rate
OT CLEARING FT,Penalty rate,Penalty rate
Called Motor Vehicle Allowance,Allowances,Allowances
Personal Carer's Leave Without Pay,Leave,Leave
Casual - Overtime - after 3 hours - Regional,Penalty rate,Penalty rate
Nurse-F/Time-OverTime over 10hr Shift-After 2hrs M-SAT,Penalty rate,Penalty rate
Gaming P/H $40.00/hour,Penalty rate,Public Holiday
Casul - Sunday 7am-7pm,Penalty rate,Sunday
Leading hand Allowance (2 to 5 employees) - AG2022/396,Allowances,Allowances
Casual - 18 yrs - after 7am,Base rate,Base rate
Casual - Afternoon shift - non-continuous shiftwork [MA000048],Base rate,Base rate
TeachersA - FT - EC - 1-January-2022 - Delayed Meal Break,Penalty rate,Penalty rate
2022 After Hours Consultant - Shiftworker Perm Night Shift,Penalty rate,Penalty rate
RN Saturday 2.1 (PT),Penalty rate,Saturday
S18 Overtime Full Time,Penalty rate,Penalty rate
Excess Super,Penalty rate,Penalty rate
Part Time KH M-F 10pm-12am,Penalty rate,Penalty rate
Mot. Veh. Allowance - Communications,Allowances,Allowances
Casual - Regional Pay,Base rate,Base rate
Permanent Hours.,Base rate,Base rate
Truck Driver - PT - CD & GF,Base rate,Base rate
Permanent - Overtime First 3Hrs,Penalty rate,Penalty rate
50 Hr Fixed Term Sunday,Penalty rate,Sunday
D - OT 2.5 (D Rate),Penalty rate,Penalty rate
Level 4 Veterinary Nurse - Casual,Base rate,Base rate
Annual Leave paid out,Leave,Leave
Wages and Commission,Bonuses,Commission
JOBKEEPER START-FN03,Others,JobKeeper/Job Maker
TLHOTop Lemons,Penalty rate,Penalty rate
Salary PH Worked + 100%,Penalty rate,Public Holiday
DRIVER - Bank Holiday,Penalty rate,Public Holiday
Casual - Public Holiday Not worked,Leave,Leave
Daily Travel (with super) - Interstate Yallourn,Allowances,Travel
Cas Supervisor I.C. 0-1 Sunday,Penalty rate,Sunday
Vehicle Allowance Weekly,Allowances,Allowances
Extra $ ,Penalty rate,Penalty rate
PH Loading,Penalty rate,Public Holiday
ZZZAdditional Hours (Property Management & Leasing),Penalty rate,Penalty rate
Back Pay Amt,Others,Backpay
Backpay (salary review),Others,Backpay
GRIA - CAS - 1-October-2020 - M-F After 9pm - First 3 Hours,Penalty rate,Evening/Night
On Site Allowance - Cas - Overtime PH Dayworker & Non-Continuous Shiftworker,Allowances,Allowances
Noah's Sat pay,Penalty rate,Saturday
Additional Hrs to Boos Contracted Hrs,Penalty rate,Penalty rate
Casual - Overtime (1.5),Penalty rate,Penalty rate
Car Allowance (B-tax),Allowances,Allowances
Salary - Additional Pay x1.5,Penalty rate,Penalty rate
Permanent - Ordinary Hours (Mock-up Test),Base rate,Base rate
Bi-Annual Travel Allowance,Allowances,Allowances
