pay_category_name,category,sub_category
Chairperson Committee Fees - August 2022,Base rate,Base rate
Payperiod adjustment,Base rate,Base rate
Daily Rate - Subject Lead,Base rate,Base rate
Z Permanent - Ordinary Hours,Base rate,Base rate
"PERM 3: OT [WEEKLY,!PH][38][38-40]",Penalty rate,Penalty rate
Annual  Leave Placeholder,Leave,Leave
Commission - Sales Learning and Developement,Bonuses,Commission
One-off Allowance,Allowances,Allowances
Level 4 Pay Point 2 Hourly Rate,Base rate,Base rate
ETP Type R (tax-free component),Others,Severance
Permanent - Public Holidays (Not Worked),Penalty rate,Penalty rate
Base Hourly - DET-SSP,Base rate,Base rate
Overtime Hours x 2.5 | Labour,Penalty rate,Penalty rate
HIGA - FT - 1-November-2021 - PH Delayed Meal Break,Penalty rate,Public Holiday
Travel Allowance  - International,Allowances,Allowances
"Allowances - Car - Cents per KM < 5,000kms",Allowances,Allowances
Allowances - Car - Cents per KM in excess of ATO Rate,Allowances,Allowances
Permanent - Overtime - Public Holiday CCCA,Penalty rate,Penalty rate
Overtime 1.5 MegC,Penalty rate,Penalty rate
Termination Settlement Sum,Others,Severance
Base Hourly - VIC Office,Base rate,Base rate
Unused AL payout,Leave,Leave
Day Rate - Support,Base rate,Base rate
Travel Allowance  - IT,Allowances,Allowances
L/S Leave Loading Cash-out,Leave,Leave
Emergency Calls Allowance,Allowances,Allowances
Backpay Normal Hours - Business Integration Team,Others,Backpay
Group D - Travel Driving - PER to GER (return),Allowances,Travel
MiscA - FT - 1-July-2021 - Sat,Penalty rate,Saturday
Supervisor  Sunday/Double Time,Penalty rate,Sunday
Overtime - After 2 hours programs,Penalty rate,Penalty rate
21 TL OT >38 hrs Week SS,Penalty rate,Penalty rate
BackPayment (Prior years)  - Ordinary Hours,Others,Backpay
Penalty Rate 1.75x (incl super),Penalty rate,Penalty rate
Government Paid Parental Leave (PLP) Scheme,Leave,Leave
notice period not worked,Penalty rate,Penalty rate
Fixed Casual Sun ,Penalty rate,Sunday
Group D - Travel Driving - GER to NTH (return),Allowances,Travel
CSE Overtime x 2 after 2 hours (exempt from super),Penalty rate,Penalty rate
Manual Adjustment (OTE) - Fixed Amount,Penalty rate,Penalty rate
Overtime (1.5x) - Projects,Penalty rate,Penalty rate
Backpay Normal Hours - Learning & Development,Others,Backpay
Back Pay- Morning / Night Shift Hours,Penalty rate,Evening/Night
21 JKH OT >38 hrs Week MF,Penalty rate,Penalty rate
Casual Ordinary Hours including loading - Intern,Base rate,Base rate
Beam Truck Driver - Overtime (x2.0),Penalty rate,Penalty rate
FBTMA - PT - 1-July-2021 - M-F After 6pm - After 3 Hours,Base rate,Base rate
SCHADS - CAS - SW - Social & Comm - 1-July-2021 - M-Sat Delayed Meal Break - After 2 Hours,Penalty rate,Saturday
Group D - Travel Flying - PER to KAL (return),Allowances,Travel
Cleaning Services - Casual - 01 - ORD - Weekdays,Base rate,Base rate
Workers Comp - Not working,Penalty rate,Penalty rate
SCHADS - CAS - SW - Social & Comm - 1-July-2021 - Sun Delayed Meal Break,Penalty rate,Sunday
Workers Compensation Lump Sum,Others,WorkCover
Overtime Hours - After 2 hours,Penalty rate,Penalty rate
Public Holiday Worked ORD,Penalty rate,Public Holiday
Redundancy (Tax free component),Others,Severance
Amber Team Overtime Projects,Penalty rate,Penalty rate
"Commission - 9 Rosea Lane, Greenfields",Bonuses,Commission
Overtime (x2 Normal Rate),Penalty rate,Penalty rate
08221_*L2 Maint (Incl. 30% Casual Loading),Base rate,Base rate
Bonus - Employee Referral program,Bonuses,Bonus
Back pay- Transport,Allowances,Allowances
Backpay - Overtime Hours,Penalty rate,Penalty rate
RIA - CAS - Intro & Lvl 1-2 - 1-Oct-2022 - M-F Ord,Base rate,Base rate
Casual - Night shift x 1.75,Penalty rate,Evening/Night
Night Shift Prm NSW,Penalty rate,Evening/Night
CP - Time in lieu taken,Base rate,Base rate
-- Childrens - Base Hourly (HD),Base rate,Base rate
HIGA - FT - 1-October-2022 - Sat-Sun Daily OT,Penalty rate,Saturday
Higher Duties Allowance 2,Allowances,Allowances
In Lieu of Notice (DL),Base rate,Base rate
Payment In in Lieu of notice,Base rate,Base rate
Overtime 1.5 times - PM,Penalty rate,Penalty rate
Redundancy - Above Tax Free Limit,Others,Severance
Parental Government Paid Leave (GPPL),Leave,Leave
BOH - Backpay,Others,Backpay
Boots Reimbursements,Penalty rate,Penalty rate
Manual adjustment (Rate),Base rate,Base rate
Travel Allowance for Interstate,Allowances,Allowances
Back Pay Wages & Salaries Operations,Others,Backpay
Jury Duty Leave_ID,Leave,Leave
Bilingual qualification allowance - Level 2 TP,Allowances,Allowances
Permanent - PH x 150%,Penalty rate,Public Holiday
Back Pay - Fundraising,Others,Backpay
Unused Annual Leave Taken,Leave,Leave
16 Casual Lvl 3 - Saturday,Penalty rate,Saturday
Casual - Broken Shift Allowance,Allowances,Allowances
Annual Leave Taken (HPSSA),Leave,Leave
Finance IT Allowance,Allowances,Allowances
Holiday Pay Additional,Penalty rate,Penalty rate
Back Pay - 13.5% super,Others,Backpay
SCHADS - PT - Disability/Home Care - 1-July-2021 - M-Sat After 8pm - After 2 Hours,Penalty rate,Penalty rate
SCHADS - PT - Disability/Home Care - 1-July-2021 - Sun Before 6am,Penalty rate,Sunday
Ballet Teacher - Psychology,Base rate,Base rate
Orygen Cash Out of Annual Leave in Service,Leave,Leave
Base Hourly - SCHADS 7.2,Base rate,Base rate
ETP-Gratuity,Others,Severance
Lead Gen. Bonus,Bonuses,Bonus
IWP - Ngadyung - Level 2 $39.76,Base rate,Base rate
Salaried Meal Allowance,Allowances,Allowances
15% SHIFT LOADING,Base rate,Base rate
SCHADS - PT - Disability/Home Care - 1-July-2020 - Sun After 8pm,Penalty rate,Penalty rate
Bank Holiday Taken,Leave,Leave
SCHADS - CAS - Home Care - 1-July-2022 - M-Sat Daily OT - After 2 Hours,Penalty rate,Saturday
"Commission - 69 Thyme Meander, Greenfields",Bonuses,Commission
Sick Pay/Carers Leave,Leave,Leave
Casual Registered Nurse - Night Shift,Penalty rate,Evening/Night
Casual Registered Nurse - Ordinary Hours,Base rate,Base rate
Ex Gratia Payment (Non ETP & Non Super able),Others,Severance
Casual Hours - Sales Support,Base rate,Base rate
Back PAY - FOH,Others,Backpay
LT Overtime 1.25,Penalty rate,Penalty rate
Casual - AR O/T 2 Hours +,Penalty rate,Penalty rate
Bonus - Inc Super,Bonuses,Bonus
Overtime Weekend (1.5x) - Salary,Penalty rate,Penalty rate
Week-end - Drafting Labour - x1.5,Penalty rate,Weekend
Casual Retail Store Assistant Weekend,Penalty rate,Weekend
"Casual - Work outside 6:30am to 6:30pm - ordinary time - not shiftwork, not country employees",Penalty rate,Penalty rate
Casual early morning,Penalty rate,Penalty rate
Admin Paddington Clinic,Base rate,Base rate
FBTMA - FT - 1-July-2022 - M-F Ordinary,Base rate,Base rate
Back Payment - Calculations ,Others,Backpay
CST Weekend Hours (exl),Penalty rate,Weekend
Personal/Sick/Carers ,Leave,Leave
Paid Parental Leave (Top Up),Leave,Leave
C1-PPT-CW2-SCAF-OT-200%,Penalty rate,Penalty rate
Pay Adjustment - Fixed amount,Base rate,Base rate
Allowance - Projects (2065) Site,Allowances,Allowances
U-rate Underground Night Shift Supervisor site rate,Penalty rate,Evening/Night
Bonus - Dev Team,Bonuses,Bonus
Overtime >8 hrs - Installers,Penalty rate,Penalty rate
Founders/Directors Payment,Base rate,Base rate
Backpay Teachers S10,Others,Backpay
22 L5 Break Not Taken 7pm,Leave,Leave
TCHHS - M-F 6am-6pm,Base rate,Base rate
WorkCover - Make up pay,Others,WorkCover
Referral Program,Bonuses,Bonus
Back Pay (Brisbane),Others,Backpay
VETis Non-Teaching Duties,Base rate,Base rate
RIA - PT - 1-October-2022 - Sat OT First 2 Hours,Penalty rate,Saturday
Trainee/Traineeship Overtime 100%,Penalty rate,Penalty rate
Public Holidays - WR,Penalty rate,Public Holiday
Casual - Non-Billable,Base rate,Base rate
Business Manager - Non Award,Base rate,Base rate
Casual - Public Holiday (EBA),Penalty rate,Public Holiday
Permanent Ordinary Hours HEA-,Base rate,Base rate
Overtime - Time & Half (nonTR),Penalty rate,Penalty rate
KM Allowance (ATO),Allowances,Allowances
Casual - OT @ x2 (Double),Penalty rate,Penalty rate
Base Salary Operation,Base rate,Base rate
HIGA - CAS - 1-October-2022 - Sun Minimum Shift En,Penalty rate,Sunday
HIGA - CAS - 1-October-2022 - Sat Delayed Meal Bre,Penalty rate,Saturday
Permanent - Ordinary 2.0x WMA,Base rate,Base rate
Permanent - Touring sound and/or lighting,Base rate,Base rate
BOH JNR 1 - 19 years (Sat) OT 2,Penalty rate,Penalty rate
Teachers Award - Maternity Leave (Paid) Taken,Leave,Leave
Casual - Sunday - Training Hours,Penalty rate,Sunday
Management Discretionary Leave,Leave,Leave
Travel /Fares Allowance-Plumbing,Allowances,Allowances
Base Salary - Water Safety,Base rate,Base rate
Long Service Leave Termination,Leave,Leave
Bonus - Overhead,Bonuses,Bonus
Overtime(over F/T hours) (1.5x),Penalty rate,Penalty rate
GLSA - CAS - 1-July-2022 - M-Sat Minimum Shift Engagement,Penalty rate,Saturday
Annual Leave (Cashed out),Leave,Leave
Finalisation Notice payment - New Business,Penalty rate,Penalty rate
Sunday Hours (full and part time),Penalty rate,Sunday
In Lieu of Notice - Administration,Base rate,Base rate
Paid Parental/Carer Leave,Leave,Leave
Full Time - Night Shift (M-F),Penalty rate,Evening/Night
Casual - Overtime - station cooks - works on 7 full days,Penalty rate,Penalty rate
Placement Incentive,Bonuses,Commission
Base Salary - Media and Comms,Base rate,Base rate
SSWA - CAS - 1-July-2022 - M-F After 5:30pm - After 2 Hours,Base rate,Base rate
After Hours Arrangement Allowance,Allowances,Allowances
AM Shift  Overtime After 2 Hours & SUNDAY Permanent Ordinary Hours,Penalty rate,Penalty rate
Paid Parental Leave(GRAF),Leave,Leave
Bonus - Tenure,Bonuses,Bonus
In Lieu of Notice - Overhead,Base rate,Base rate
Ordinary Hours Project WE - x2,Base rate,Base rate
Overtime Hours x1.5 (exempt from super) - Admin,Penalty rate,Penalty rate
"Commission - 208 Belgrade Park Village, Wanneroo",Bonuses,Commission
AEA - CAS - 1-November-2021 - Sun,Penalty rate,Sunday
Level 2 Pay Point 1 Afternoon Shift AA Sat,Base rate,Base rate
Lump Sum E (fixed amount),Base rate,Base rate
Ordinary Hours - Luke Constable,Base rate,Base rate
Travel Allowance per diem,Allowances,Allowances
Wages in lieu of notice period,Base rate,Base rate
Living Away from Home Allowance (include Accom/Meals) - weekly,Allowances,Allowances
Class B Technician - Pub Hol Shift,Penalty rate,Public Holiday
Leave- Unused leave on termination,Leave,Leave
INT - Time in Lieu Taken,Base rate,Base rate
Admin/Marketing Bonus,Bonuses,Bonus
Retainment Bonus,Bonuses,Bonus
Overtime (1.5x) - Property Management,Penalty rate,Penalty rate
Permanent - Overtime - first 2 hours - Production Worker,Penalty rate,Penalty rate
XXMotor Vehicle Allowance (Direct Support) > Over ATO,Allowances,Allowances
Casual Delivery x 1.5,Penalty rate,Penalty rate
Allowances - Exempt from PAYG + Super - Customer S,Allowances,Allowances
Casual - working in a children’s or early childhood service (up to 2 hours),Penalty rate,Penalty rate
Casual (Teachers),Base rate,Base rate
Base - Advisory Work,Base rate,Base rate
Allowances not subject to tax withholding & super,Allowances,Allowances
ETP Leave Earning Type R,Others,Severance
Allowance- Learning and Development,Allowances,Allowances
Casual Christmas Day Sunday,Penalty rate,Sunday
Permanent ordinary hours - Above award Public Holiday not Worked,Leave,Leave
Overtime (2x) - Property Management,Penalty rate,Penalty rate
Afternoon Shift Allow (NonOTE),Base rate,Base rate
Overtime >11 hrs - Installers,Penalty rate,Penalty rate
ETP Payment - Bonus,Others,Severance
Leading Hand Allowance (Probationary),Allowances,Allowances
Commission Adjustment,Bonuses,Commission
Welcome to Country (exempt from Super),Base rate,Base rate
Long Service Leave Termination Payment*,Leave,Leave
Overtime L2.1 250%,Penalty rate,Penalty rate
GRIA - PT - 1-July-2022 - PH Daily OT,Penalty rate,Penalty rate
Permanent (Non Award) - Public Holiday Worked,Penalty rate,Public Holiday
Casual Shift Allowance,Allowances,Allowances
Cash out Annual leave,Leave,Leave
Interim Parental Leave Taken,Leave,Leave
Group B - Travel Driving - GCS to Maroochydore (return),Allowances,Travel
Level 5 Adult 100%,Base rate,Base rate
Public Holiday WORKED - (0 to 7.6hrs) - Timesheet Only Employees,Penalty rate,Public Holiday
Excess paid,Penalty rate,Penalty rate
Casual - Overtime - Mon-Fri -After 2 hours CPA,Penalty rate,Penalty rate
HPSSA Level 4 Casual,Base rate,Base rate
Full time worked on Public Holiday,Penalty rate,Public Holiday
Junior Safety Advisor Day Weekend/PH,Penalty rate,Weekend
Nico UK Sales Standby - old,Penalty rate,Penalty rate
Parental leave (2 weeks full pay + super by Globird),Leave,Leave
Workers Comp No Super,Others,WorkCover
Loading - TL Sat 7am - 7pm,Penalty rate,Saturday
Sales Saturday,Penalty rate,Saturday
Higher Duties Ordinary Hours - PM,Allowances,Allowances
Commissions - G&A,Bonuses,Commission
VR - Overtime Mon-Sat (thereafter) RS&R,Penalty rate,Penalty rate
Activities Organiser Back Pay Adjustment,Others,Backpay
Annual Leave Cashing Out Payment,Leave,Leave
"Allowances subject to tax withholding, not super",Allowances,Allowances
PwrPlate Duo25.00,Penalty rate,Evening/Night
Unused annual leave on termination,Leave,Leave
Public Holiday (Nursery Manager),Penalty rate,Public Holiday
Bereavement Leave - Office,Leave,Leave
Casual OT1.5 L5,Penalty rate,Penalty rate
Casual - Public Holiday 200%,Penalty rate,Public Holiday
Sick Hourly Leave Pay,Leave,Leave
Permanent Penalty 100% - Plumbing,Penalty rate,Penalty rate
Apprentice ( Days in Lieu Payable),Base rate,Base rate
Paid Parental Leave 22FY,Leave,Leave
Casual - Public Holiday (EA),Penalty rate,Public Holiday
Entire Casual Ordinary Hours,Base rate,Base rate
Bereavement leave (2 each time),Leave,Leave
Office Wages,Base rate,Base rate
Casual - Overtime - Time and a half - ACCHS,Penalty rate,Penalty rate
Commission - Distribution SA/NT,Bonuses,Commission
Commission -  Executive Office,Bonuses,Commission
Commission - QAS,Bonuses,Commission
Multistorey allowance - 0-15 floors,Allowances,Allowances
Permanent - Public Holiday (MIA),Penalty rate,Public Holiday
Back Pay - without Super,Others,Backpay
Salaried OT,Penalty rate,Penalty rate
Board Fee Fin Com,Base rate,Base rate
Permanent Ordiany Hours - Public Holiday,Penalty rate,Public Holiday
CAFT L4 AWARD BASE RATE,Base rate,Base rate
1 - Ordinary Hours [Old],Base rate,Base rate
Commission - Platform Operations,Bonuses,Commission
Cents per KM (18 Cents),Allowances,Allowances
Backpay 1.5 OT,Penalty rate,Penalty rate
Ordinary Hours - Clinician,Base rate,Base rate
Payment in Lieu of Notice (Production Team),Base rate,Base rate
Casual Loading - Sales,Base rate,Base rate
FT/PT Lv5 All Day Public Holiday,Penalty rate,Public Holiday
NSW RL Wages,Base rate,Base rate
HIGA - FT - 1-October-2022 - M-F 7pm-12am,Penalty rate,Penalty rate
Bonus - SGC,Bonuses,Bonus
Ordinary Time Earnings - FT & PT,Base rate,Base rate
SEG People DK Lead Comm Contract Signed Install and Battery,Base rate,Base rate
Casual - Night Shift (includes paid meal break 30mins),Penalty rate,Evening/Night
03 L2 Wellbeing Y3,Leave,Leave
Night Shift (Steph),Penalty rate,Evening/Night
Lost Time Injury Taken,Leave,Leave
21 Office Supervisor Sun,Base rate,Base rate
Sunday (1.8x),Penalty rate,Sunday
HC L3 P1 PH ,Penalty rate,Public Holiday
RIA - APPR - 1-November-2021 - PH Delayed Meal Break,Penalty rate,Public Holiday
MA000100 Overtime - Sunday,Penalty rate,Penalty rate
Permanent - Less than 10 hour break between shifts EA,Base rate,Base rate
Overtime first 2 Hours ,Penalty rate,Penalty rate
Ordinary Hours Fab ($40.00) inc. Casual Loading,Base rate,Base rate
Vantage Bonus Leave,Leave,Leave
Travel Allowance - V1 Private Vehicle (ATO Limit),Allowances,Allowances
Ordinary Hours - Build,Base rate,Base rate
Allowance - Meal (Lunch),Allowances,Allowances
Storeworker grade 1 after 12 months Casual,Base rate,Base rate
Overtime exempt from superannuation,Penalty rate,Penalty rate
Mobile Phone Allowance (MPA),Allowances,Allowances
Qualifications Allowance - Masters Degree TP,Allowances,Allowances
Annual Leave Loading Payout Change from Perm to Casual,Leave,Leave
SEG People Telesales Lead Comm Contract Signed Battery Only,Base rate,Base rate
Casual Cleaner - Weekdays,Base rate,Base rate
Swim (Casual) SS/PH Level 6,Penalty rate,Public Holiday
HMRI Paid Parental Leave Taken,Leave,Leave
Workers Compensation (QLD),Others,WorkCover
Public Holiday - Onsite Projects,Penalty rate,Public Holiday
RIA - APPR - 1-October-2022 - Sat Daily OT - First 2 Hours,Penalty rate,Saturday
RIA - APPR - 1-October-2022 - Sat Delayed Meal Break,Penalty rate,Saturday
08121_L2 Maint (Incl. 25% Casual Loading),Base rate,Base rate
Sean Mundy - Overtime - 125%,Penalty rate,Penalty rate
Casual - Overtime x 40% - School Assistant,Penalty rate,Penalty rate
AccessPays Reimbursement,Others,Reimbursement
*Permanent - Public Holiday (shiftworker),Penalty rate,Public Holiday
Permanent - Public holiday [MA000015],Penalty rate,Public Holiday
Depot Hours - Basic,Penalty rate,Penalty rate
unpaid leave,Leave,Leave
Public Holiday Pay x 2.5,Penalty rate,Public Holiday
Casual - Overtime - Saturday [MA000015],Penalty rate,Penalty rate
Base (Sport) - Night,Penalty rate,Evening/Night
Overtime - Monday to Friday - after 2 hours  - B&C,Penalty rate,Penalty rate
A: Casual Ordinary Hours,Base rate,Base rate
W Ordinary Hours - Plumbing,Base rate,Base rate
W Overtime Electrical,Penalty rate,Penalty rate
Fuel Per Kilometre,Allowances,Allowances
Volunteer Allowance,Leave,Leave
Bonus for Introducing Clients,Bonuses,Bonus
SCHADS - PT - Disability/Home Care - 1-July-2020 - Sun Weekly OT,Penalty rate,Sunday
02222_*L2 Inst 85 (Incl. 30% Casual Loading),Base rate,Base rate
40% SHIFT LOADING,Base rate,Base rate
Sales Trainee Wage ,Base rate,Base rate
Time-In-Lieu,Base rate,Base rate
FOH 2 - F&B 2; Cook 1; Kitchen 2 [SAT] [ALLDAY],Base rate,Base rate
Games Bonus,Bonuses,Bonus
Budget Bonus - ESCIH,Bonuses,Bonus
CW - Casual AGD IA 22/23 ,Base rate,Base rate
New Business Annualised Salary,Base rate,Base rate
Property Services Annualised Salary,Base rate,Base rate
Overtime - Workshop,Penalty rate,Penalty rate
Overtime (2x): Training,Penalty rate,Penalty rate
Base (Sport) - Saturday,Penalty rate,Saturday
Thank you leave taken,Leave,Leave
HIGA - CAS - 1-October-2022 - M-F Delayed Meal Break,Base rate,Base rate
Overtime 2.0 times - Office support,Penalty rate,Penalty rate
MRP Mobile Phone Allowance,Allowances,Allowances
Overtime 1.5 times - Support Staff,Penalty rate,Penalty rate
Ordinary Hours - Leadership,Base rate,Base rate
On-Call Allowance - PH,Allowances,Allowances
B-Back Pay,Others,Backpay
Car Allowance (under 5000kms),Allowances,Allowances
Paid Parental Leave (Services Australia),Leave,Leave
Ordinary Hours (Public Holiday),Penalty rate,Public Holiday
Event Pay - Saturday,Penalty rate,Saturday
RIA - CAS - Intro & Lvl 1-2 - 1-October-2022 - M-F Delayed Meal Break,Base rate,Base rate
Level 2 - Pay Point 1 Base,Base rate,Base rate
Level 1 - Pay Point 1 Sunday,Penalty rate,Sunday
RIA - CAS - Intro & Lvl 1-2 - 1-October-2022 - Sun Weekly OT,Penalty rate,Sunday
MA000100 Public holiday rate,Penalty rate,Public Holiday
Ordinary Hours EBA L5 ($44.48),Base rate,Base rate
Permanent - Sunday  (includes paid meal break 30mins),Penalty rate,Sunday
Permanent-Training Induction,Base rate,Base rate
PH Worked for Alternate day,Penalty rate,Public Holiday
Higher Duties Allowance (HDA),Allowances,Allowances
Weekly Allowance Before Tax,Allowances,Allowances
Total ETP,Others,Severance
VR - Permanent - Public Holiday (RS&R),Penalty rate,Public Holiday
Ordinary Hours - non COS,Base rate,Base rate
Travel Allowance - BASE (561),Allowances,Allowances
Public Holiday X2,Penalty rate,Public Holiday
Public Holiday Award Rate,Penalty rate,Public Holiday
On Call Allowance_ Week day,Allowances,Allowances
Level 2 Pay Point 1 Biljana,Base rate,Base rate
SCHADS - PT - Disability/Home Care - 1-July-2022 - Broken Shift,Base rate,Base rate
Level 3 Pay Point 4 - <10 hr break ,Base rate,Base rate
Time in Lieu Additional Hours,Base rate,Base rate
Dual Trade Allowance,Allowances,Allowances
Overtime Hours (exempt from Super) - CDFS,Penalty rate,Penalty rate
Casual - Flat Rate - Public Holiday,Penalty rate,Public Holiday
FOH 2 - Food & Bev 2; Cook 1; Kitchen 2 (Pub Hol),Penalty rate,Public Holiday
Public Holiday - (not worked),Penalty rate,Penalty rate
Site Allowance ORD HRS,Allowances,Allowances
Tool Allowance - Painter,Allowances,Allowances
SCHADS - PT - SW - Disability/Home Care - 1-July-2022 - PH Daily OT,Penalty rate,Penalty rate
GC Custom Personal/Sick,Leave,Leave
HIGA - CAS - 1-October-2022 - Sat Delayed Meal Break,Penalty rate,Saturday
Level 3 Pay Point 4 - FT/PT - O/T F/N First 2 Hrs,Penalty rate,Penalty rate
Ordinary Hours (Brisbane),Base rate,Base rate
W Overtime Double Time - Plumbing,Penalty rate,Penalty rate
Bonus - Key Staff,Bonuses,Bonus
Level 3 Pay Point 1 - Less than 10 hr break shifts,Base rate,Base rate
Level 1 - Pay Point 3 Part-Time,Base rate,Base rate
Commission - Registrars,Bonuses,Commission
Professional Development Leave taken,Leave,Leave
22 L3 Travel time Sun,Allowances,Travel
22 L5 Supervisor 7pm,Base rate,Base rate
Bullant - Standard - 4. Sat up to 3 hours x1.5,Penalty rate,Saturday
Casual L3 First 2 Hours after 8 Hours Mon-Fri,Base rate,Base rate
Flat Rate Allowance,Allowances,Allowances
22 L2 OT >40 hrs Week,Penalty rate,Penalty rate
Permanent - Site Management Overtime,Penalty rate,Penalty rate
Group B - Travel Driving - MEL to WAR (return),Allowances,Travel
22 L5 Supervisor Sun,Base rate,Base rate
Casual - No minimum break (PIA),Base rate,Base rate
LAFHA Allowance (2),Allowances,Allowances
Type O ETP Payments,Others,Severance
Ordinary Hours - Operations Staff,Base rate,Base rate
Activation Fee Commissions,Bonuses,Commission
Leading hand Allowance - 2-5,Allowances,Allowances
Casual Ordinary (Daily),Base rate,Base rate
Team Leader (Casual) - Saturday,Penalty rate,Saturday
Overtime project - Fabrication - x1.5,Penalty rate,Penalty rate
SCHADS - PT - Disability/Home Care - 1-July-2022 - Sun,Penalty rate,Sunday
Ordinary Hours (Canberra),Base rate,Base rate
Ordinary Hours (Melbourne),Base rate,Base rate
VE - A/H Teacher - L3.4,Base rate,Base rate
Annual Leave Loading - RLM,Leave,Leave
EBA DW1 Casual,Base rate,Base rate
Admin (20YR) - Level 1 (Sunday),Penalty rate,Sunday
Doctor Contractor Fees,Base rate,Base rate
RTDA - PT - 1-July-2019 - Sat Daily OT,Penalty rate,Saturday
Annual Leave - Cash out,Leave,Leave
Back Pay Ordinary Hours - Lender Product,Others,Backpay
Reimbursements Fixed Super,Others,Reimbursement
Manager's allowance,Allowances,Allowances
Casual Base 33.23+ 8.31 loading,Base rate,Base rate
Permanent Ordinary Hours (DEATH BENEFIT ONLY),Base rate,Base rate
LEVEL 1 | 17YO PERMANENT | OT 1ST 3 HOURS,Penalty rate,Penalty rate
Paid Parental Leave (Hourly),Leave,Leave
Annualised Wage Outer Limit - Overtime x1.5,Penalty rate,Penalty rate
1 - Ordinary Hours [New],Base rate,Base rate
Sick Leave Taken (Marketing Management),Leave,Leave
Permanent - Additional Hours x 1.0 (WFS),Penalty rate,Penalty rate
Commission - Super,Bonuses,Commission
Directors Fees / Expenses,Base rate,Base rate
Site allowance - Y089,Allowances,Allowances
BOH 2 - F&B 2; Cook 1; Kitchen 2 [SUN] [ALLDAY],Base rate,Base rate
FOH Casual Management Premium Sunday,Penalty rate,Sunday
Ordinary Hours-Liu,Base rate,Base rate
2 weeks ex-gratia,Bonuses,Bonus
Board Allowance,Allowances,Allowances
Ex-Gratia Payment - Tax Free Component,Bonuses,Bonus
TIL payout,Base rate,Base rate
Public Holiday Casual - Farming Wondecla,Penalty rate,Public Holiday
Training - Basic,Base rate,Base rate
Overtime Hours (WA) Testing,Penalty rate,Penalty rate
Overtime (1.25x) ADMIN,Penalty rate,Penalty rate
Allowance - Fares (74c x Km),Allowances,Allowances
Trade Overtime Hours,Penalty rate,Penalty rate
Profit Share - No SG,Bonuses,Bonus
Leading Hand Allowance 3-6 Employees,Allowances,Allowances
Personal/Carer's Leave - adjustment,Leave,Leave
Night Rate 1- SG Super exempt,Penalty rate,Evening/Night
ETP - Lime Team,Others,Severance
Unused Time in Lieu,Base rate,Base rate
RB-PPT-CW1-TD1-OT150%,Penalty rate,Penalty rate
Events Nurse,Base rate,Base rate
Overtime Hours 2 first hours Saturdays,Penalty rate,Penalty rate
Compassionate/Special Leave,Leave,Leave
Salary - Public Holiday worked >8.5hours,Penalty rate,Public Holiday
Parental Leave - WNRM,Leave,Leave
Casual Loading RSP NP VB,Base rate,Base rate
Monthly Sales Bonus,Bonuses,Bonus
Commissions: Google Ads,Bonuses,Commission
Rental/Housing Allowance,Allowances,Allowances
SCHADS - CAS - Disability - 1-July-2022 - PH Weekly OT,Penalty rate,Penalty rate
FT - Level 7 - Pay Point 1 - Sun,Penalty rate,Sunday
Workers Compensation (SG),Others,WorkCover
Workcover Hours - 95% VIC,Others,WorkCover
Day Rate - Permanent Ordinary - Public Holiday Worked (x1.5),Penalty rate,Penalty rate
Referral / Bounty,Bonuses,Bonus
WorkCover Topup,Others,WorkCover
Compassionate Leave Taken ~,Leave,Leave
Glasswing Admin Level 7,Base rate,Base rate
Site Allowance - L024,Allowances,Allowances
2023 Travel Allowance,Allowances,Allowances
Family and Domestic Violence Leave Support 10 Days Taken,Leave,Leave
GVH (non Award) Workers Compensation,Others,WorkCover
(EBA) Family and Domestic Violence Leave Taken,Leave,Leave
DOP - Photography,Penalty rate,Penalty rate
Allowance - phone - MKT,Allowances,Allowances
Penalty Rates (FAB),Penalty rate,Penalty rate
OT 2023,Penalty rate,Penalty rate
Permanent - Sunday Night Shift,Penalty rate,Sunday
Bonus/ Incentive,Bonuses,Bonus
Board Sitting Fees,Base rate,Base rate
Allowances - Laundry (tax exempt),Allowances,Allowances
Casuals WH Overtime more than 2hrs (x1.8),Penalty rate,Penalty rate
F) (Josh M) Overtime Thereafter Mine (10.6hrs+),Penalty rate,Penalty rate
Overtime Hours x 2.5_Senior (exempt from super),Penalty rate,Penalty rate
Allowances - LAFHA,Allowances,Allowances
Permanent Ordinary Hours (M.I),Base rate,Base rate
Allowance  Vehicle,Allowances,Allowances
Sober General on call- sunday,Penalty rate,Sunday
Admin and Office - Bonus,Bonuses,Bonus
Discretionary Bonus - No Super,Bonuses,Bonus
Personal Goal Bonus,Bonuses,Bonus
VMC/Lathe Level 3,Base rate,Base rate
Concierge - Saturday Rate,Penalty rate,Saturday
"41 Consult Sunday [SUN,!PH][][][]",Penalty rate,Sunday
Medication Administration Allowance,Allowances,Allowances
Mischa Menzies - OTE,Penalty rate,Penalty rate
Productivity Allowance OT (MECH),Allowances,Allowances
Casual Ordinary Hours (Edu) - 7pm-8pm Mon-Fri,Base rate,Base rate
Brigette Liberto - OT @ 1.25%,Penalty rate,Penalty rate
Public Holiday WORKED Hours,Penalty rate,Public Holiday
Public Holiday - Level 1 - Pay Point 1,Penalty rate,Public Holiday
[MA000103] Casual Ordinary Hours,Base rate,Base rate
"Backpay (No super, no leave)",Leave,Leave
Wages $25 OOSCH,Base rate,Base rate
